ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
245;6756;La Fête de la Chanson française;ND;En cours;99 min;France 2;Daniela Lumbroso;;France;1;12;"Daniela Lumbroso reçoit les plus grands artistes français pour une soirée de fête.  Plus de 100 ans de chansons et 3h de show pour faire chanter et danser, artistes et spectateurs à lunisson.
Pour sa 12e édition, la fête de la chanson française change de look. Un décor innovant, des chorégraphies, des happenings, un public surchauffé, et un orchestre en live. Les stars de la chanson mais aussi les numéros 1 de la nouvelle génération revisitent ensemble les trésors de la chanson française.
On a tous dans le cur une chanson française qui nous rappelle un moment fort. Les chansons les plus marquantes dune vie sont celles que lon écoute pendant son adolescence. Tout au long de cette soirée, les artistes vont reprendre, en duo ou en trio, des chansons qui les faisaient rêver quand ils étaient ados, avec un focus particulier sur les années 60 et 70, mais aussi une ouverture sur les années 80 et 90. Des rencontres uniques pour évoquer les plus belles chansons du siècle, des reprises, des duos et des trios inattendus.
Brigitte et Nicole Croisille reprennent un des plus grands tubes des années 70, Patrick Bruel et Pascal Obispo échangent en musique sur les chansons de leur adolescence en chantant Dave ou Claude François, Vianney et Joyce Jonathan en duo explorent les années 60, Frero Delavega et Thomas Dutronc samusent à chanter ensemble, Le rappeur Jul fait sa première télé et ouvre une fenêtre sur le rap des années 2010 tandis que Manau vient en surprise évoquer le rap des années 90, un hommage sera rendu à Eddy Mitchell avec les plus grands titres de sa carrière, revisités pour loccasion, en live avec un Big Band.etc   
Et toujours des images darchives uniques de lhistoire de la variété, mais aussi les plus beaux moments partagés sur la scène de la « Fête de la chanson française », comme lan dernier avec Michel Delpech dont ce fut la dernière télé. Des duos de charme et des moments de grâce.
Du spectacle, des surprises, de lémotion, pour partager le meilleur de ces décennies de chansons inoubliables !
Avec: Patrick Bruel, Thomas Dutronc, Eddy Mitchell, Vianney, Pascal Obispo, Frero Delavega, Marina Kaye, Lambert Wilson, Brigitte, Soprano, Joyce Jonathan, Kids United, Claire Keim, Nicole Croisille, Chico et les Gypsies, Jul, Navy, Amir, Johnny Hallyday, Waly Dia...
Suivez lémission sur Twitter grâce au hashtag #FCF
La 12eme Fête de la chanson française sera diffusée le 27 février 2016 à 20h55 sur France 2.";https://str01-m.dpstream.media/s/6756/la-fête-de-la-chanson-française-1474976190.jpg;Série La Fête de la Chanson française streaming,La Fête de la Chanson française dpstream, Série La Fête de la Chanson française HD, La Fête de la Chanson française streaming VF
246;6755;Camille réveille Marseille;ND;En cours;99 min;D8;Camille Combal;;France;1;1;"Camille Combal et toute l'équipe de son émission radiophonique «Virgin Tonic» investissent le Dôme de Marseille le 29 janvier 2016 pour une émission exceptionnelle, entourés pour l'occasion par plus de 8000 personnes. Du rire et de nombreuses surprises, des prestations d'artistes français et internationaux et des happenings délirants viendront rythmer cet événement unique. Après avoir enflammé Marseille, Camille et son équipe réveillent la France entière et invitent donc les téléspectateurs à plonger au coeur des coulisses du show !
L'émission est diffusée sur D8 le 03 mars 2016";https://str01-m.dpstream.media/s/6755/camille-réveille-marseille-1474976140.jpg;Série Camille réveille Marseille streaming,Camille réveille Marseille dpstream, Série Camille réveille Marseille HD, Camille réveille Marseille streaming VF
247;6754;Cérémonie des César du Cinéma français;ND;En cours;180 min;Académie des arts et techniques du cinéma;;;France;1;41;"Le César du cinéma est une récompense cinématographique créée en 1976 et remise annuellement à Paris, à des professionnels du 7e art dans diverses catégories pour saluer les meilleures productions françaises. 
Ils sont souvent cités comme étant l'équivalent français des Oscars aux États-Unis.

La cérémonie des César constitue la première remise de prix d'importance en France, et la plus ancienne dans le domaine de l'audiovisuel et du spectacle. Les Molières pour le théâtre, les Victoires de la musique pour la variété, le jazz ou le classique ainsi que les Sept d'or pour la télévision (aujourd'hui disparus) ont été élaborés sur le même modèle.";https://str01-m.dpstream.media/s/6754/césar-du-cinéma-1474976084.jpg;Série Cérémonie des César du Cinéma français streaming,Cérémonie des César du Cinéma français dpstream, Série Cérémonie des César du Cinéma français HD, Cérémonie des César du Cinéma français streaming VF
248;6753;Une Saison chez les Bonobos;ND;En cours;45 min;Jean-Christophe de Revière;;;France;1;6;"L'équipe de 'Une saison au zoo' s'installe pour six épisodes dans un sanctuaire pour bonobos au Congo. Charlotte, Cyril, Anthony, Aurélie et Stéphane, membres éminents du zoo de La Flèche, nous font partager découvertes et belles rencontres humaines au milieu des grands singes menacés d'extinction.

Bienvenue à Lola Ya Bonobo («paradis des bonobos»), sanctuaire de 65 hectares près de Kinshasa, recueillant des bonobos orphelins, victimes de braconnage. De la nursery, où des mamans de substitution veillent sur les petits, aux trois enclos de 12 hectares chacun, où les bonobos se regroupent en clans et sont préparés au retour à la vie sauvage, le dépaysement est total.";https://str01-m.dpstream.media/s/6753/une-saison-chez-les-bonobos-1474976012.png;Série Une Saison chez les Bonobos streaming,Une Saison chez les Bonobos dpstream, Série Une Saison chez les Bonobos HD, Une Saison chez les Bonobos streaming VF
249;6752;Dark Net;ND;En cours;30 min;Mati Kochavi;;;États-Unis;1;8;Dark Net est une série documentaire qui explore le Dark Web ainsi que d'autre thèmes comme le biohacking, le cyber-kidnapping, la guerre numérique, la cyber-religion, l'addiction à la pornographie ou encore le marché des sexcam.;https://str01-m.dpstream.media/s/6752/dark-net-1474975848.jpg;Série Dark Net streaming,Dark Net dpstream, Série Dark Net HD, Dark Net streaming VF
250;6751;Une autre histoire de l'Amérique;ND;Terminée;ND;Oliver Stone;;;États-Unis;1;10;"Ce documentaire raconte les tensions durant la guerre froide entre le bloc de l'ouest et le bloc de l'est, mais surtout une histoire assez méconnue du grand public sur les États-Unis d'Amérique durant cette période, bien au delà des versions officielles de l'époque.

 1 La Seconde Guerre mondiale
 2 Roosevelt, Truman et Wallace
 3 La bombe
 4 La guerre froide : 1945-1950
 5 Les années 50 : Eisenhower, la bombe et le tiers-monde
 6 JFK
 7 Johnson, Nixon et le Vietnam
 8 Reagan, Gorbatchev et le tiers-monde
 9 Bush et Clinton
10 Bush et Obama : l'ère du terrorisme";https://str01-m.dpstream.media/s/6751/une-autre-histoire-de-l'amérique-1474975718.jpg;Série Une autre histoire de l'Amérique streaming,Une autre histoire de l'Amérique dpstream, Série Une autre histoire de l'Amérique HD, Une autre histoire de l'Amérique streaming VF
251;6750;Mini Wakfu;ND;Terminée;2 min;Ankama;;;France;1;27;"Mais que leur est-il arrivé ?
Yugo est encore plus petit, Ruel, Eva, Amali, tous sont mini !

-- Spin-off de la série d'animation française Wakfu (2008) --

Note : Cest un bonus à la série Wakfu et surtout une véritable mine dor pour les joueurs qui y trouveront des indices, des recettes et une occasion, chaque semaine, de nouveaux aspects de DOFUS et de Wakfu !";https://str01-m.dpstream.media/s/6750/mini-wakfu-1474974484.jpg;Série Mini Wakfu streaming,Mini Wakfu dpstream, Série Mini Wakfu HD, Mini Wakfu streaming VF
252;6749;No Offence;ND;En cours;47 min;Paul Abbott;Joanna Scanlan, Alexandra Roach, Elaine Cassidy;;Royaume-Uni;2;16;Au sein dune unité de police très soudée installée dans un quartier miteux de Manchester, au nord-ouest de lAngleterre, une équipe dagents de police dévoués lutte contre le crime et essaie de faire respecter la loi dans cette communauté chaotique. À la tête de cette unité, la malicieuse et déjantée inspectrice Vivienne Deering est accompagnée de ses bras droits, Dinah Kowalska et Joy Freers. Habituée à soccuper des petits délits quotidiens, lunité de police se retrouve soudain chargée de démêler une grosse affaire dans laquelle est impliqué un serial killer tordu. Deering et son équipe sont déterminées à faire face, nhésitant pas à avoir recours à des méthodes peu conventionnelles et peu orthodoxes.;https://str01-m.dpstream.media/s/6749/no-offence-1474973071.jpg;Série No Offence streaming,No Offence dpstream, Série No Offence HD, No Offence streaming VF
253;6748;Thirteen;ND;En cours;52 min;Marnie Dickens,  Vanessa Caswill,  China Moo-Young;Jodie Comer, Aneurin Barnard, Mark Flitton;;Royaume-Uni;1;5;Moxam,jeune femme de 26 ans parvient à séchapper de la cave qui a été sa prison durant les 13 dernières années. Elle retrouve alors sa famille et doit aider la police à arrêter son kidnappeur.;https://str01-m.dpstream.media/s/6748/thirteen-dvd-1473928762.jpg;Série Thirteen streaming,Thirteen dpstream, Série Thirteen HD, Thirteen streaming VF
254;6746;Gaycation;ND;En cours;45 min;Ellen Page;Ellen Page, Ian Daniels;;États-Unis;1;4;Ellen Page et son meilleur ami Ian Daniel partent à la rencontre des communautés LGBT en Jamaïque, au Japon, au Brésil et aux États-Unis. A travers ses rencontres, on se doute que les deux compères vont vivre d'intenses moments de joie et de partage, de formidables rencontres, mais aussi être confronté.e.s à des situations où la violence LGBTphobe dépasse ce qu'il et elle pouvaient imaginer.;https://str01-m.dpstream.media/s/6746/gaycation-japan-1473676267.jpg;Série Gaycation streaming,Gaycation dpstream, Série Gaycation HD, Gaycation streaming VF
255;6745;Ovnis : Dossiers révélés (UFOs Declassified);ND;En cours;46 min;Wayne Abbott,  Gary Lang,  Tim Wolochatiuk;Brad Cartner, Leslie Kean, Nick Pope;;Canada;1;6;"Série qui vous plonge dans les dossiers secrets, cachés depuis des décénies et qui interrogent sur l'existence d'extraterrestres.
Ce que beaucoup de gens ignorent c'est que les gouvernements possèdent des milliers de dossiers sur les aliens. L'US Air Force a notamment mis en place des enquêtes ultra secrètes dans les années 50 sur les extraterrestre. Le Royaume-Uni a son propre projet ovnis qui a été mis en place par le ministère de la défense et qui compte plus de 50 000 pages. 
Pendant des années l'accès à ces dossiers étaient impossible mais aujourd'hui cette série documentaire vous dévoile ces dossiers Top Secret.";https://str01-m.dpstream.media/s/6745/ufos-declassified-1473844700.jpg;Série Ovnis : Dossiers révélés (UFOs Declassified) streaming,Ovnis : Dossiers révélés (UFOs Declassified) dpstream, Série Ovnis : Dossiers révélés (UFOs Declassified) HD, Ovnis : Dossiers révélés (UFOs Declassified) streaming VF
256;6744;Mallory;ND;En cours;90 min;François Guérin;Philippe Caroit, David Salles, Romane Portail;;France;1;1;Le jeune capitaine Lemoine se fait tuer au cours dune intervention quil a effectuée sans laccord de son supérieur le commandant Mallory.Ce dernier est inconsolable : Lemoine était comme un fils spirituel, il lui avait demandé dêtre le parrain de son fils de 7 ans.Suite à ce drame, Mallory na désormais quun objectif : retrouver les assassins de Lemoine. Il en fait une affaire personnelle. Mais il va être obligé de composer et de sopposer à la jeune capitaine Lindberg envoyée de  Paris pour superviser lenquête.;https://str01-m.dpstream.media/s/6744/mallory-1474974274.jpg;Série Mallory streaming,Mallory dpstream, Série Mallory HD, Mallory streaming VF
257;6743;La Fête à la maison : 20 ans après;ND;En cours;22 min;Jeff Franklin;Candace Cameron, Jodie Sweetin, Andrea Barber;;États-Unis;1;13;"Vétérinaire et veuve depuis peu, D.J. Tanner-Fuller demande à sa jeune sur Stéphanie, musicienne en herbe, et Kimmy Gibbler, sa meilleure amie, elle-même mère célibataire de Ramona, fougueuse adolescente, d'emménager chez elle pour l'aider à s'occuper de ses trois garçons : Jackson, 12 ans et rebelle, Max, 7 ans et névrosé, et Tommy Jr, le bébé.

Suite de la célèbre sitcom des années 1980 La Fête à la maison.

http://www.dpstream.net/serie-992-la-fete-a-la-maison.html";https://str01-m.dpstream.media/s/6743/la-fête-à-la-maison-1474974095.jpg;Série La Fête à la maison : 20 ans après streaming,La Fête à la maison : 20 ans après dpstream, Série La Fête à la maison : 20 ans après HD, La Fête à la maison : 20 ans après streaming VF
258;6742;La Brigade (2016);ND;En cours;50 min;France O;"Naoëlle dHainaut, Nathalie Nguyen;, Dieuveil Malonga";;France;1;10;"La Réunion sera à lhonneur sur France Ô en 2016. La brigade, émission culinaire, débarque sur la chaîne des outre-mer. Quatre chefs connus saffronteront à lîle de La Réunion avec les produits locaux. Leur mission, élaborer un dîner de gala

Les chefs, tous des participants à des émissions culinaires télévisées, devront préparer un dîner de gala pour 40 personnes à base de produits locaux dexception. Naoëlle dHainaut (Top Chef), Nathalie Nguyen (Masterchef), Jérémy Moscovici (Top Chef) et Dieuveil Malonga (Top Chef) seront les vedettes de ce show.";https://str01-m.dpstream.media/s/6742/la-brigade-(2016)-1474974035.jpg;Série La Brigade (2016) streaming,La Brigade (2016) dpstream, Série La Brigade (2016) HD, La Brigade (2016) streaming VF
259;6741;Being Mary Jane;ND;En cours;42 min;Mara Brock Akil;Gabrielle Union, Margaret Avery, Raven Goodwin;;États-Unis;3;32;La vie et les petits tracas d'une animatrice de télé d'Atlanta toujours célibataire...;https://str01-m.dpstream.media/s/6741/55d0536da62fa-1467275402.jpg;Série Being Mary Jane streaming,Being Mary Jane dpstream, Série Being Mary Jane HD, Being Mary Jane streaming VF
260;6740;The Night Manager;ND;En cours;57 min;David Farr;Olivia Colman, Hugh Laurie, Elizabeth Debicki, Tom Hiddleston;;Royaume-Uni, États-Unis;1;6;Le soldat britannique Jonathan Pine est devenu directeur de nuit dans un hôtel. Il croise la route de Sophie, une proche de Richard Onslow Roper, qui opère sur le marché noir des armes. Sophie fournit à l'ancien soldat des documents incriminant Roper. Lorsqu'elle est assassinée, Pine devient un agent des services secrets et s'infiltre chez Roper pour le faire arrêter et venger la mort de Sophie.;https://str01-m.dpstream.media/s/6740/the-night-manager-1474965480.jpg;Série The Night Manager streaming,The Night Manager dpstream, Série The Night Manager HD, The Night Manager streaming VF
261;6739;Madoff;ND;Terminée;90 min;Ben Robbins;Richard Dreyfuss, Erin Cummings, Lewis Black;;États-Unis;1;2;L'ascension et la chute de l'agent de change le plus puissant des Etats-Unis, Bernard Madoff, condamné en 2009 à une peine de 150 ans pour escroquerie...;https://str01-m.dpstream.media/s/6739/madoff-1473924609.jpg;Série Madoff streaming,Madoff dpstream, Série Madoff HD, Madoff streaming VF
262;6738;Rekkit;ND;En cours;13 min;David Michel,  Vincent Chalvon-Demersay;;;France;2;104;"Que faire lorsquun lapin géant débarque et sinstalle chez vous ? Impensable non ? Pourtant, cest exactement ce qui arrive à Jay Shmufton. Jay, 12 ans, vivait une vie bien tranquille avec sa mère Henrietta et son beau-père Lorne jusquau jour où Rekkit débarque chez eux. Ce lapin qui mesure 2 mètres de haut sest enfui de Chakabrak, un monde enchanté dans lequel il était assistant magicien pour se réfugier dans notre monde. Et plus particulièrement chez Jay. Ce dernier va devoir apprendre à vivre avec ce nouvel ami un peu encombrant, dont les pouvoirs magiques instables vont les entraîner dans des aventures plus rocambolesques les unes que les autres.

Jay et Rekkit vont aussi devoir faire face à Yoshini, lancien maître de Rekkit qui est prêt à tout pour récupérer son assistant.

Titre original : Rekkit the Rabbit";https://str01-m.dpstream.media/s/6738/rekkit-1474971632.jpg;Série Rekkit streaming,Rekkit dpstream, Série Rekkit HD, Rekkit streaming VF
